"","Estimate","Std.err.","t-ratio(0)","Rob.std.err.","Rob.t-ratio(0)"
"asc_pt",3.53143083663671,NA,NA,NA,NA
"asc_cs",1.01125889515346,NA,NA,NA,NA
"asc_rs",0,NA,NA,NA,NA
"b_tt",-0.49648445469597,NA,NA,NA,NA
"b_tt_shift",0.496524945556377,NA,NA,NA,NA
"b_cost",-0.0620878347847761,NA,NA,NA,NA
"b_cost_shift",-26.1588083285867,NA,NA,NA,NA
"b_trans",-0.297724313084851,NA,NA,NA,NA
"b_trans_shift",-0.72769146184191,NA,NA,NA,NA
"b_crowd",-5.33301619033885,NA,NA,NA,NA
"b_crowd_shift",4.2004965274903,NA,NA,NA,NA
"b_disin",-0.0747687092544402,NA,NA,NA,NA
"b_disin_shift",0.088712976047528,NA,NA,NA,NA
"b_share",-2.56693531107869,NA,NA,NA,NA
"b_share_shift",-128692.921689422,NA,NA,NA,NA
"b_pta",-0.531549750429376,NA,NA,NA,NA
"b_pta_shift",0.300026117512104,NA,NA,NA,NA
"b_csa",-0.18355971990887,NA,NA,NA,NA
"b_csa_shift",0.0203380992006566,NA,NA,NA,NA
"b_rsa",0,NA,NA,NA,NA
"b_rsa_shift",0,NA,NA,NA,NA
"ce",16.5004267018979,NA,NA,NA,NA
"ce_shift",-18.3359902761643,NA,NA,NA,NA
"delta_a",-0.10446012424913,NA,NA,NA,NA
